sale_date,order_id,region,state,category,product,seller,channel,payment_status,quantity,unit_price,unit_cost
2024-05-25,PED-00120,Centro-Oeste,DF,Computadores,Mini PC,Carla Souza,Loja física,Pago,5,2738.06,2061.82
2024-05-25,PED-00986,Sudeste,RJ,Computadores,Notebook Pro,Bruno Silva,Venda direta,Pago,4,5546.91,4096.88
2024-05-26,PED-00158,Nordeste,RN,Computadores,Notebook Pro,Carla Souza,Venda direta,Parcelado,1,5100.28,4002.22
2024-05-26,PED-00652,Sudeste,SP,Periféricos,Monitor 27,Fernanda Costa,Venda direta,Pago,3,1573.45,978.43
2024-05-26,PED-00889,Sudeste,MG,Computadores,Mini PC,Fernanda Costa,Venda direta,Pendente,3,2932.62,2030.07
2024-05-27,PED-01322,Sudeste,RJ,Serviços,Implantação de Rede,Carla Souza,Loja física,Pago,1,2798.5,1066.54
2024-05-29,PED-01280,Centro-Oeste,MT,Serviços,Suporte Remoto,Carla Souza,Online,Pago,2,432.96,126.53
2024-05-30,PED-01178,Centro-Oeste,DF,Serviços,Consultoria TI,Carla Souza,Venda direta,Pendente,1,1791.34,512.72
2024-06-01,PED-00070,Nordeste,CE,Computadores,Notebook Pro,Fernanda Costa,Loja física,Parcelado,1,5347.22,3928.98
2024-06-02,PED-00341,Sudeste,RJ,Computadores,Mini PC,Gustavo Rocha,Online,Pendente,4,2919.84,2114.54
2024-06-03,PED-00049,Sul,RS,Periféricos,Mouse Sem Fio,Fernanda Costa,Venda direta,Pendente,2,172.53,95.63
2024-06-03,PED-01168,Sudeste,ES,Serviços,Suporte Remoto,Bruno Silva,Venda direta,Parcelado,2,488.22,120.95
2024-06-04,PED-01245,Centro-Oeste,GO,Infraestrutura,Access Point,Diego Santos,Parceiros,Pago,2,934.57,612.65
2024-06-04,PED-01379,Sudeste,MG,Infraestrutura,Firewall Appliance,Bruno Silva,Parceiros,Pago,3,4903.86,3444.46
2024-06-06,PED-00538,Sul,SC,Infraestrutura,Switch Gerenciável,Fernanda Costa,Loja física,Pago,2,1851.86,1174.24
2024-06-06,PED-00730,Centro-Oeste,MT,Periféricos,Monitor 27,Ana Lima,Loja física,Pendente,2,1466.66,987.24
2024-06-07,PED-00208,Sudeste,SP,Computadores,Mini PC,Ana Lima,Loja física,Pago,4,2901.78,2162.14
2024-06-07,PED-00470,Sudeste,SP,Periféricos,Monitor 27,Gustavo Rocha,Online,Pago,4,1395.37,1005.32
2024-06-08,PED-00030,Sudeste,RJ,Infraestrutura,Access Point,Ana Lima,Online,Pendente,3,1000.45,615.3
2024-06-09,PED-00809,Norte,PA,Serviços,Implantação de Rede,Bruno Silva,Loja física,Pago,1,2812.33,1156.91
2024-06-09,PED-00946,Sudeste,SP,Serviços,Suporte Remoto,Diego Santos,Loja física,Parcelado,1,452.71,116.96
2024-06-09,PED-01369,Sudeste,MG,Computadores,Desktop Business,Diego Santos,Parceiros,Pago,4,4250.2,3308.17
2024-06-11,PED-01311,Nordeste,RN,Computadores,Notebook Pro,Carla Souza,Venda direta,Pago,5,5177.59,4115.92
2024-06-11,PED-01375,Sul,SC,Periféricos,Monitor 27,Ana Lima,Loja física,Pendente,1,1508.82,999.89
2024-06-12,PED-00389,Sudeste,ES,Computadores,Desktop Business,Carla Souza,Parceiros,Pago,2,4619.54,3295.67
2024-06-12,PED-00599,Centro-Oeste,DF,Computadores,Mini PC,Carla Souza,Venda direta,Pago,3,2771.18,2068.68
2024-06-13,PED-00646,Nordeste,PE,Computadores,Notebook Pro,Gustavo Rocha,Loja física,Pago,5,5498.08,3968.92
2024-06-13,PED-00902,Centro-Oeste,MS,Infraestrutura,Access Point,Gustavo Rocha,Loja física,Pago,4,998.18,629.08
2024-06-13,PED-00945,Sul,SC,Serviços,Consultoria TI,Gustavo Rocha,Loja física,Pendente,2,1942.86,507.61
2024-06-13,PED-01318,Sul,SC,Computadores,Notebook Pro,Fernanda Costa,Loja física,Pago,1,5238.29,3970.85
2024-06-14,PED-00451,Sudeste,MG,Infraestrutura,Firewall Appliance,Diego Santos,Parceiros,Pendente,3,5039.31,3586.2
2024-06-16,PED-01332,Sudeste,ES,Periféricos,Mouse Sem Fio,Carla Souza,Loja física,Pago,5,186.89,98.16
2024-06-17,PED-00167,Sul,RS,Periféricos,Teclado Mecânico,Carla Souza,Loja física,Parcelado,5,451.9,261.62
2024-06-18,PED-00075,Nordeste,CE,Serviços,Suporte Remoto,Carla Souza,Venda direta,Pendente,2,471.05,123.98
2024-06-18,PED-01162,Sudeste,RJ,Periféricos,Monitor 27,Bruno Silva,Venda direta,Pago,3,1439.68,966.65
2024-06-19,PED-00245,Centro-Oeste,DF,Serviços,Implantação de Rede,Bruno Silva,Loja física,Pendente,2,2700.27,1076.42
2024-06-19,PED-00255,Sudeste,RJ,Periféricos,Teclado Mecânico,Ana Lima,Venda direta,Pago,4,435.53,262.07
2024-06-19,PED-00516,Sudeste,SP,Periféricos,Teclado Mecânico,Bruno Silva,Loja física,Pendente,4,404.12,253.78
2024-06-20,PED-00469,Nordeste,BA,Serviços,Suporte Remoto,Gustavo Rocha,Venda direta,Parcelado,1,488.88,122.69
2024-06-21,PED-01136,Sul,PR,Periféricos,Monitor 27,Ana Lima,Parceiros,Pago,5,1406.67,964.89
2024-06-21,PED-01295,Sul,RS,Computadores,Notebook Pro,Fernanda Costa,Parceiros,Pago,3,5219.78,3791.24
2024-06-22,PED-00237,Sul,SC,Infraestrutura,Switch Gerenciável,Diego Santos,Parceiros,Pendente,2,1677.11,1210.93
2024-06-23,PED-00418,Sul,SC,Periféricos,Mouse Sem Fio,Bruno Silva,Parceiros,Pendente,2,186.75,96.52
2024-06-23,PED-00605,Sudeste,RJ,Computadores,Desktop Business,Fernanda Costa,Venda direta,Pendente,5,4379.87,3392.34
2024-06-23,PED-00690,Norte,PA,Computadores,Mini PC,Diego Santos,Venda direta,Pago,5,2830.61,2159.12
2024-06-23,PED-01004,Sul,RS,Infraestrutura,Firewall Appliance,Carla Souza,Online,Pago,1,5191.12,3669.76
2024-06-23,PED-01043,Sudeste,RJ,Serviços,Implantação de Rede,Fernanda Costa,Venda direta,Pago,2,2772.92,1076.56
2024-06-24,PED-00647,Nordeste,BA,Computadores,Notebook Pro,Gustavo Rocha,Loja física,Pendente,5,5562.82,3949.73
2024-06-24,PED-00715,Centro-Oeste,MS,Serviços,Consultoria TI,Fernanda Costa,Parceiros,Pendente,2,1785.99,521.76
2024-06-24,PED-00807,Sul,RS,Periféricos,Monitor 27,Ana Lima,Venda direta,Pago,5,1476.81,966.84
2024-06-24,PED-01287,Sul,SC,Computadores,Desktop Business,Gustavo Rocha,Parceiros,Pago,4,4609.92,3145.74
2024-06-25,PED-01296,Sul,RS,Serviços,Suporte Remoto,Gustavo Rocha,Loja física,Parcelado,1,489.32,117.41
2024-06-27,PED-00249,Sudeste,MG,Serviços,Implantação de Rede,Bruno Silva,Venda direta,Pendente,1,2974.17,1129.53
2024-06-27,PED-00567,Nordeste,PE,Serviços,Implantação de Rede,Diego Santos,Loja física,Parcelado,1,2761.76,1136.63
2024-06-27,PED-01388,Sul,PR,Periféricos,Teclado Mecânico,Ana Lima,Venda direta,Pago,5,440.02,248.61
2024-06-28,PED-00092,Sul,SC,Periféricos,Teclado Mecânico,Carla Souza,Venda direta,Pago,5,407.25,252.88
2024-06-28,PED-00098,Sul,RS,Infraestrutura,Firewall Appliance,Carla Souza,Venda direta,Pago,5,5177.12,3657.81
2024-06-28,PED-00433,Sudeste,SP,Computadores,Mini PC,Fernanda Costa,Parceiros,Parcelado,3,2792.92,2009.48
2024-06-28,PED-00613,Centro-Oeste,DF,Periféricos,Monitor 27,Diego Santos,Loja física,Pago,3,1425.56,960.32
2024-06-28,PED-01239,Sudeste,SP,Periféricos,Monitor 27,Carla Souza,Parceiros,Pendente,1,1569.5,1016.19
2024-06-29,PED-00060,Centro-Oeste,MT,Serviços,Implantação de Rede,Carla Souza,Loja física,Pago,2,2985.24,1125.8
2024-06-29,PED-00789,Nordeste,BA,Computadores,Mini PC,Ana Lima,Parceiros,Pago,2,2808.34,2134.41
2024-06-29,PED-01015,Sudeste,ES,Serviços,Suporte Remoto,Bruno Silva,Online,Pago,1,468.36,126.81
2024-06-30,PED-00312,Centro-Oeste,MS,Computadores,Notebook Pro,Fernanda Costa,Loja física,Parcelado,5,5170.86,4068.17
2024-06-30,PED-00766,Nordeste,BA,Computadores,Desktop Business,Bruno Silva,Online,Pago,3,4651.68,3232.04
2024-06-30,PED-01153,Norte,AM,Serviços,Implantação de Rede,Carla Souza,Venda direta,Pago,1,2852.28,1124.42
2024-07-02,PED-00798,Sudeste,MG,Computadores,Desktop Business,Fernanda Costa,Online,Pago,1,4269.93,3255.11
2024-07-03,PED-00119,Sudeste,MG,Infraestrutura,Switch Gerenciável,Gustavo Rocha,Venda direta,Pago,1,1709.72,1181.48
2024-07-03,PED-00417,Sudeste,ES,Computadores,Mini PC,Fernanda Costa,Venda direta,Pendente,3,3039.36,2032.06
2024-07-03,PED-00753,Sudeste,MG,Serviços,Implantação de Rede,Bruno Silva,Parceiros,Pago,1,2709.06,1078.62
2024-07-03,PED-00962,Centro-Oeste,MS,Serviços,Suporte Remoto,Fernanda Costa,Venda direta,Pago,2,449.03,120.05
2024-07-03,PED-00988,Sudeste,RJ,Computadores,Notebook Pro,Fernanda Costa,Online,Pago,3,5678.78,3960.82
2024-07-05,PED-00900,Sudeste,MG,Computadores,Desktop Business,Diego Santos,Online,Pago,4,4189.1,3211.96
2024-07-06,PED-00547,Centro-Oeste,MT,Infraestrutura,Switch Gerenciável,Carla Souza,Venda direta,Pendente,4,1672.24,1217.78
2024-07-06,PED-00754,Sudeste,SP,Periféricos,Teclado Mecânico,Carla Souza,Loja física,Pago,4,439.92,244.22
2024-07-06,PED-00890,Sudeste,MG,Serviços,Consultoria TI,Gustavo Rocha,Loja física,Pago,2,1782.65,505.24
2024-07-07,PED-00401,Sul,SC,Periféricos,Monitor 27,Ana Lima,Venda direta,Parcelado,2,1517.2,1002.73
2024-07-07,PED-01042,Nordeste,CE,Serviços,Consultoria TI,Bruno Silva,Loja física,Pago,1,1822.56,514.73
2024-07-07,PED-01356,Sul,PR,Serviços,Implantação de Rede,Diego Santos,Venda direta,Pago,1,2771.05,1088.48
2024-07-08,PED-01381,Sul,SC,Computadores,Mini PC,Gustavo Rocha,Parceiros,Pago,2,2742.98,2098.08
2024-07-09,PED-00560,Sudeste,SP,Serviços,Consultoria TI,Fernanda Costa,Parceiros,Pago,1,1893.91,498.02
2024-07-09,PED-00632,Nordeste,CE,Serviços,Suporte Remoto,Fernanda Costa,Venda direta,Pago,2,481.29,119.9
2024-07-11,PED-01011,Sul,SC,Periféricos,Mouse Sem Fio,Ana Lima,Loja física,Pendente,3,195.5,97.29
2024-07-11,PED-01348,Sul,SC,Periféricos,Monitor 27,Fernanda Costa,Venda direta,Parcelado,4,1509.87,1004.96
2024-07-12,PED-00784,Centro-Oeste,MS,Infraestrutura,Firewall Appliance,Diego Santos,Parceiros,Pago,5,5221.09,3596.72
2024-07-12,PED-00843,Nordeste,PE,Serviços,Implantação de Rede,Diego Santos,Parceiros,Pendente,2,2862.19,1122.09
2024-07-13,PED-00024,Sudeste,SP,Computadores,Mini PC,Fernanda Costa,Loja física,Pago,3,2686.26,2100.69
2024-07-14,PED-00972,Norte,RO,Computadores,Desktop Business,Fernanda Costa,Online,Pendente,3,4100.37,3370.2
2024-07-14,PED-01027,Sul,RS,Infraestrutura,Firewall Appliance,Carla Souza,Parceiros,Pago,1,4860.92,3545.37
2024-07-14,PED-01240,Sul,PR,Infraestrutura,Switch Gerenciável,Ana Lima,Online,Pendente,3,1790.88,1269.1
2024-07-16,PED-00481,Sudeste,RJ,Periféricos,Mouse Sem Fio,Gustavo Rocha,Parceiros,Pendente,5,181.82,93.21
2024-07-16,PED-00541,Sudeste,MG,Serviços,Consultoria TI,Ana Lima,Online,Parcelado,1,1781.84,492.93
2024-07-16,PED-00575,Sul,RS,Computadores,Notebook Pro,Fernanda Costa,Online,Pago,5,5430.4,4085.69
2024-07-18,PED-00256,Nordeste,RN,Serviços,Consultoria TI,Diego Santos,Loja física,Pago,2,1818.3,524.01
2024-07-18,PED-01258,Sul,RS,Periféricos,Monitor 27,Fernanda Costa,Loja física,Parcelado,2,1530.03,983.68
2024-07-19,PED-01380,Sudeste,MG,Serviços,Suporte Remoto,Gustavo Rocha,Venda direta,Pago,2,456.87,121.45
2024-07-22,PED-00788,Sul,PR,Periféricos,Teclado Mecânico,Bruno Silva,Loja física,Pago,2,419.76,255.51
2024-07-23,PED-00381,Sudeste,RJ,Infraestrutura,Firewall Appliance,Carla Souza,Loja física,Parcelado,3,4665.72,3420.09
2024-07-23,PED-00645,Sul,SC,Computadores,Notebook Pro,Fernanda Costa,Parceiros,Pago,2,5569.83,4123.48
2024-07-23,PED-01132,Centro-Oeste,MS,Infraestrutura,Access Point,Ana Lima,Parceiros,Parcelado,1,1019.03,635.91
2024-07-23,PED-01227,Sudeste,ES,Periféricos,Teclado Mecânico,Fernanda Costa,Parceiros,Pago,5,432.06,257.92
2024-07-25,PED-00657,Sudeste,ES,Serviços,Consultoria TI,Fernanda Costa,Online,Pago,2,1850.64,522.62
2024-07-25,PED-00674,Sul,PR,Computadores,Desktop Business,Ana Lima,Venda direta,Pago,3,4491.78,3160.16
2024-07-25,PED-00811,Sul,PR,Serviços,Suporte Remoto,Carla Souza,Venda direta,Pendente,2,466.64,119.28
2024-07-25,PED-01053,Centro-Oeste,MS,Periféricos,Monitor 27,Ana Lima,Loja física,Pago,5,1384.34,1037.76
2024-07-25,PED-01237,Sudeste,ES,Infraestrutura,Access Point,Diego Santos,Online,Pendente,2,1039.49,603.88
2024-07-26,PED-00756,Sul,RS,Periféricos,Teclado Mecânico,Ana Lima,Parceiros,Pago,5,444.31,251.65
2024-07-26,PED-00929,Sul,RS,Serviços,Suporte Remoto,Ana Lima,Parceiros,Parcelado,2,449.23,118.27
2024-07-27,PED-00883,Sul,RS,Infraestrutura,Firewall Appliance,Gustavo Rocha,Loja física,Pendente,2,5052.01,3580.0
2024-07-28,PED-00806,Norte,PA,Serviços,Suporte Remoto,Diego Santos,Parceiros,Pago,2,435.0,122.81
2024-07-28,PED-00833,Sul,PR,Periféricos,Monitor 27,Carla Souza,Loja física,Pago,5,1395.41,1016.8
2024-07-29,PED-00319,Norte,AM,Infraestrutura,Firewall Appliance,Diego Santos,Venda direta,Pago,3,4768.4,3430.9
2024-07-29,PED-00808,Sul,RS,Computadores,Desktop Business,Carla Souza,Venda direta,Pendente,1,4315.1,3112.08
2024-07-30,PED-00878,Centro-Oeste,DF,Infraestrutura,Access Point,Carla Souza,Loja física,Pendente,1,1068.31,630.92
2024-08-01,PED-00955,Norte,RO,Computadores,Notebook Pro,Ana Lima,Loja física,Pago,5,5419.86,3973.49
2024-08-02,PED-00869,Sul,RS,Periféricos,Mouse Sem Fio,Ana Lima,Loja física,Pendente,1,180.82,99.9
2024-08-04,PED-00124,Nordeste,CE,Infraestrutura,Switch Gerenciável,Bruno Silva,Loja física,Pendente,1,1669.95,1249.94
2024-08-04,PED-00714,Sul,RS,Infraestrutura,Firewall Appliance,Diego Santos,Online,Pago,1,4870.76,3412.76
2024-08-04,PED-00850,Sudeste,SP,Serviços,Consultoria TI,Carla Souza,Venda direta,Pago,2,1953.87,508.31
2024-08-04,PED-00857,Sul,RS,Computadores,Notebook Pro,Carla Souza,Venda direta,Pago,4,5689.72,3806.82
2024-08-04,PED-00949,Sudeste,MG,Periféricos,Mouse Sem Fio,Carla Souza,Online,Parcelado,2,187.88,92.76
2024-08-04,PED-01085,Nordeste,CE,Periféricos,Teclado Mecânico,Diego Santos,Online,Pago,5,402.27,259.93
2024-08-05,PED-00062,Sudeste,MG,Infraestrutura,Switch Gerenciável,Ana Lima,Loja física,Pago,5,1842.23,1198.38
2024-08-07,PED-00189,Sul,RS,Infraestrutura,Firewall Appliance,Fernanda Costa,Loja física,Pago,3,4668.71,3603.69
2024-08-07,PED-00427,Sudeste,MG,Computadores,Notebook Pro,Ana Lima,Loja física,Pendente,4,5668.47,3798.3
2024-08-07,PED-01254,Sudeste,MG,Serviços,Suporte Remoto,Carla Souza,Parceiros,Pago,2,470.79,122.45
2024-08-08,PED-00374,Sudeste,RJ,Infraestrutura,Access Point,Gustavo Rocha,Online,Pendente,4,940.57,639.36
2024-08-10,PED-00210,Nordeste,BA,Periféricos,Mouse Sem Fio,Fernanda Costa,Parceiros,Parcelado,3,177.55,100.42
2024-08-10,PED-01151,Centro-Oeste,MS,Computadores,Mini PC,Bruno Silva,Loja física,Pago,2,2791.19,2122.94
2024-08-10,PED-01325,Centro-Oeste,GO,Infraestrutura,Switch Gerenciável,Carla Souza,Parceiros,Pago,5,1882.29,1254.87
2024-08-11,PED-00259,Norte,PA,Periféricos,Teclado Mecânico,Ana Lima,Venda direta,Pago,1,427.14,251.31
2024-08-11,PED-00390,Norte,RO,Serviços,Consultoria TI,Bruno Silva,Loja física,Pago,1,1745.0,502.51
2024-08-11,PED-00678,Sul,PR,Periféricos,Teclado Mecânico,Ana Lima,Venda direta,Parcelado,4,424.68,263.05
2024-08-13,PED-00858,Centro-Oeste,MS,Computadores,Mini PC,Diego Santos,Online,Pago,2,3035.62,2114.08
2024-08-13,PED-00924,Sudeste,RJ,Serviços,Suporte Remoto,Carla Souza,Loja física,Pendente,2,443.72,124.77
2024-08-14,PED-00064,Sudeste,RJ,Infraestrutura,Firewall Appliance,Carla Souza,Venda direta,Parcelado,5,4826.62,3583.82
2024-08-14,PED-00102,Centro-Oeste,MS,Infraestrutura,Firewall Appliance,Ana Lima,Parceiros,Pendente,4,4654.67,3421.52
2024-08-14,PED-01113,Sudeste,RJ,Periféricos,Mouse Sem Fio,Carla Souza,Loja física,Parcelado,1,195.79,97.79
2024-08-15,PED-00144,Nordeste,CE,Computadores,Desktop Business,Diego Santos,Online,Pago,1,4340.59,3224.22
2024-08-15,PED-00512,Centro-Oeste,GO,Periféricos,Monitor 27,Fernanda Costa,Venda direta,Pago,2,1572.92,1042.12
2024-08-15,PED-00886,Sudeste,SP,Computadores,Notebook Pro,Diego Santos,Online,Parcelado,5,5494.08,3905.52
2024-08-16,PED-00413,Sudeste,MG,Infraestrutura,Switch Gerenciável,Bruno Silva,Venda direta,Pago,4,1888.43,1168.85
2024-08-16,PED-01365,Centro-Oeste,MT,Infraestrutura,Firewall Appliance,Carla Souza,Venda direta,Pago,4,4958.04,3657.36
2024-08-17,PED-00145,Sul,PR,Infraestrutura,Access Point,Diego Santos,Loja física,Pendente,2,939.43,655.44
2024-08-17,PED-00353,Centro-Oeste,GO,Periféricos,Mouse Sem Fio,Carla Souza,Online,Pendente,1,186.64,93.94
2024-08-17,PED-00691,Centro-Oeste,GO,Infraestrutura,Switch Gerenciável,Bruno Silva,Loja física,Pago,4,1762.95,1215.36
2024-08-17,PED-00931,Sul,SC,Serviços,Suporte Remoto,Gustavo Rocha,Venda direta,Pago,2,470.79,119.29
2024-08-17,PED-01073,Sul,PR,Serviços,Consultoria TI,Carla Souza,Online,Parcelado,1,1884.44,488.15
2024-08-17,PED-01086,Sudeste,ES,Computadores,Mini PC,Fernanda Costa,Venda direta,Pago,1,2910.16,2118.88
2024-08-18,PED-01207,Sudeste,RJ,Periféricos,Teclado Mecânico,Gustavo Rocha,Loja física,Pago,5,446.71,261.37
2024-08-18,PED-01268,Sudeste,SP,Infraestrutura,Access Point,Diego Santos,Online,Pago,4,1050.5,658.03
2024-08-18,PED-01281,Sudeste,SP,Periféricos,Mouse Sem Fio,Diego Santos,Loja física,Pago,2,188.63,94.85
2024-08-20,PED-00090,Centro-Oeste,MS,Computadores,Mini PC,Ana Lima,Online,Pago,1,2845.2,2125.39
2024-08-20,PED-00620,Sudeste,MG,Computadores,Notebook Pro,Fernanda Costa,Loja física,Parcelado,3,5166.36,4136.75
2024-08-20,PED-00802,Centro-Oeste,GO,Serviços,Suporte Remoto,Ana Lima,Parceiros,Pago,2,475.08,121.87
2024-08-20,PED-01080,Centro-Oeste,GO,Computadores,Notebook Pro,Fernanda Costa,Venda direta,Parcelado,1,5439.65,3862.0
2024-08-21,PED-00799,Sul,PR,Infraestrutura,Access Point,Carla Souza,Parceiros,Pago,5,961.96,614.66
2024-08-21,PED-01210,Centro-Oeste,MS,Periféricos,Monitor 27,Gustavo Rocha,Loja física,Pago,5,1436.79,978.79
2024-08-23,PED-00414,Sul,RS,Infraestrutura,Access Point,Gustavo Rocha,Online,Pago,2,960.1,624.03
2024-08-23,PED-01378,Sudeste,SP,Infraestrutura,Firewall Appliance,Bruno Silva,Venda direta,Pago,1,4971.46,3524.62
2024-08-25,PED-00510,Sul,PR,Infraestrutura,Access Point,Diego Santos,Parceiros,Pago,4,952.75,651.41
2024-08-26,PED-00290,Sudeste,SP,Infraestrutura,Access Point,Ana Lima,Loja física,Parcelado,4,1052.21,644.68
2024-08-26,PED-00305,Norte,PA,Periféricos,Mouse Sem Fio,Gustavo Rocha,Online,Pago,2,178.38,99.55
2024-08-26,PED-00589,Nordeste,BA,Periféricos,Teclado Mecânico,Ana Lima,Loja física,Pago,1,428.42,264.3
2024-08-26,PED-00653,Nordeste,RN,Infraestrutura,Firewall Appliance,Gustavo Rocha,Venda direta,Pago,5,4979.69,3648.61
2024-08-26,PED-00749,Nordeste,CE,Computadores,Mini PC,Bruno Silva,Online,Parcelado,4,2961.36,2116.39
2024-08-28,PED-00939,Sudeste,RJ,Computadores,Desktop Business,Ana Lima,Online,Pago,5,4387.89,3154.02
2024-08-28,PED-01082,Sudeste,SP,Serviços,Suporte Remoto,Carla Souza,Venda direta,Pago,1,444.06,120.38
2024-08-31,PED-00291,Sudeste,SP,Periféricos,Mouse Sem Fio,Fernanda Costa,Venda direta,Pago,3,173.95,100.46
2024-08-31,PED-00783,Sudeste,SP,Serviços,Implantação de Rede,Bruno Silva,Online,Pago,1,3057.0,1135.09
2024-08-31,PED-00830,Nordeste,RN,Infraestrutura,Access Point,Ana Lima,Venda direta,Pago,3,978.27,648.06
2024-09-01,PED-00673,Sul,PR,Computadores,Notebook Pro,Diego Santos,Venda direta,Pago,3,5309.52,4003.55
2024-09-02,PED-00218,Sudeste,MG,Serviços,Implantação de Rede,Diego Santos,Venda direta,Pago,2,2796.95,1109.07
2024-09-04,PED-00063,Centro-Oeste,MS,Periféricos,Mouse Sem Fio,Ana Lima,Online,Pago,4,188.44,96.92
2024-09-04,PED-00335,Sudeste,ES,Periféricos,Teclado Mecânico,Carla Souza,Online,Pago,5,434.05,251.71
2024-09-05,PED-00289,Sudeste,ES,Periféricos,Mouse Sem Fio,Ana Lima,Venda direta,Pago,5,191.38,94.79
2024-09-05,PED-00497,Norte,PA,Infraestrutura,Access Point,Diego Santos,Venda direta,Pago,3,1032.65,611.03
2024-09-05,PED-01342,Sul,SC,Computadores,Notebook Pro,Ana Lima,Online,Pago,5,5559.0,4081.66
2024-09-06,PED-00107,Norte,RO,Periféricos,Monitor 27,Bruno Silva,Parceiros,Pago,5,1427.53,975.2
2024-09-06,PED-00416,Sul,RS,Periféricos,Monitor 27,Ana Lima,Loja física,Pago,5,1392.89,1007.13
2024-09-07,PED-00834,Sudeste,RJ,Infraestrutura,Switch Gerenciável,Carla Souza,Venda direta,Pago,5,1782.9,1240.18
2024-09-07,PED-00943,Sul,RS,Serviços,Suporte Remoto,Fernanda Costa,Parceiros,Pendente,1,459.84,118.58
2024-09-08,PED-01282,Nordeste,RN,Periféricos,Monitor 27,Fernanda Costa,Venda direta,Pendente,1,1446.02,1042.29
2024-09-09,PED-01300,Sudeste,RJ,Serviços,Suporte Remoto,Diego Santos,Online,Parcelado,2,432.43,117.69
2024-09-09,PED-01361,Sul,SC,Periféricos,Teclado Mecânico,Fernanda Costa,Parceiros,Pago,4,448.12,256.53
2024-09-10,PED-00455,Centro-Oeste,MS,Periféricos,Monitor 27,Gustavo Rocha,Parceiros,Pago,5,1557.75,958.41
2024-09-10,PED-00663,Sul,SC,Computadores,Mini PC,Bruno Silva,Online,Parcelado,1,3020.19,2020.95
2024-09-10,PED-00775,Sul,PR,Infraestrutura,Access Point,Ana Lima,Venda direta,Pago,3,1008.38,618.14
2024-09-10,PED-00842,Centro-Oeste,GO,Computadores,Notebook Pro,Diego Santos,Online,Parcelado,1,5442.84,4130.88
2024-09-11,PED-00928,Nordeste,CE,Periféricos,Mouse Sem Fio,Ana Lima,Parceiros,Pago,5,172.25,101.05
2024-09-12,PED-00046,Nordeste,BA,Serviços,Suporte Remoto,Fernanda Costa,Parceiros,Pendente,2,472.5,127.88
2024-09-12,PED-00263,Sul,SC,Periféricos,Mouse Sem Fio,Carla Souza,Venda direta,Pendente,4,184.44,97.68
2024-09-12,PED-01225,Sudeste,ES,Computadores,Notebook Pro,Carla Souza,Venda direta,Pago,1,5439.31,3902.35
2024-09-13,PED-00269,Sul,RS,Periféricos,Monitor 27,Bruno Silva,Venda direta,Pago,4,1513.84,1020.91
2024-09-15,PED-00816,Sul,PR,Serviços,Suporte Remoto,Diego Santos,Venda direta,Pago,1,470.66,124.46
2024-09-17,PED-00204,Nordeste,PE,Computadores,Notebook Pro,Ana Lima,Online,Pendente,4,5221.04,3826.64
2024-09-17,PED-00712,Sudeste,SP,Computadores,Mini PC,Diego Santos,Online,Pago,4,2745.62,2033.64
2024-09-17,PED-00796,Sudeste,RJ,Computadores,Desktop Business,Ana Lima,Venda direta,Parcelado,4,4424.0,3188.5
2024-09-18,PED-00215,Sul,RS,Computadores,Desktop Business,Bruno Silva,Online,Pago,3,4163.23,3333.17
2024-09-18,PED-01255,Sudeste,ES,Serviços,Consultoria TI,Fernanda Costa,Parceiros,Pago,1,1890.1,503.33
2024-09-19,PED-00487,Nordeste,BA,Serviços,Consultoria TI,Diego Santos,Loja física,Pendente,1,1907.07,520.76
2024-09-23,PED-00458,Sul,PR,Computadores,Mini PC,Ana Lima,Venda direta,Pendente,2,2811.07,2087.44
2024-09-23,PED-00622,Sudeste,RJ,Computadores,Mini PC,Diego Santos,Loja física,Parcelado,3,3063.63,2027.22
2024-09-24,PED-00220,Sudeste,ES,Infraestrutura,Access Point,Bruno Silva,Venda direta,Parcelado,2,981.92,626.26
2024-09-24,PED-01180,Norte,RO,Periféricos,Mouse Sem Fio,Diego Santos,Parceiros,Pago,1,181.49,96.77
2024-09-25,PED-01352,Centro-Oeste,MT,Serviços,Implantação de Rede,Diego Santos,Parceiros,Parcelado,2,2821.65,1103.1
2024-09-26,PED-00443,Sul,SC,Infraestrutura,Switch Gerenciável,Gustavo Rocha,Parceiros,Pago,2,1795.47,1193.53
2024-09-27,PED-00074,Nordeste,PE,Serviços,Suporte Remoto,Bruno Silva,Online,Pago,1,471.22,127.01
2024-09-27,PED-00329,Sudeste,ES,Serviços,Suporte Remoto,Fernanda Costa,Venda direta,Pago,1,447.4,118.62
2024-09-28,PED-00027,Sudeste,MG,Serviços,Implantação de Rede,Fernanda Costa,Online,Pago,1,2677.82,1135.37
2024-09-28,PED-01013,Sul,RS,Computadores,Desktop Business,Diego Santos,Parceiros,Pago,4,4236.38,3237.3
2024-09-30,PED-00035,Sul,RS,Computadores,Desktop Business,Diego Santos,Parceiros,Pago,1,4631.82,3186.24
2024-09-30,PED-00173,Sudeste,RJ,Computadores,Notebook Pro,Diego Santos,Loja física,Pago,3,5665.46,4112.08
2024-09-30,PED-00262,Norte,RO,Computadores,Notebook Pro,Gustavo Rocha,Loja física,Pago,4,5645.77,4157.84
2024-09-30,PED-00728,Nordeste,BA,Computadores,Desktop Business,Ana Lima,Online,Parcelado,4,4695.46,3342.29
